0.0000       0.0119 
1.0000  	 0.0116 
2.0000  	 0.0113 
3.0000 	     0.0110 
4.0000 	     0.0107 
5.0000 	     0.0104 
6.0000 	     0.0101 
7.0000   	 0.0098 
8.0000  	 0.0095 
9.0000  	 0.0092 
10.0000 	 0.0089 
11.0000 	 0.0086 
12.0000 	 0.0083 
13.0000 	 0.0080 
14.0000 	 0.0077 
15.0000 	 0.0075 
16.0000 	 0.0072 
17.0000 	 0.0069 
18.0000 	 0.0066 
19.0000 	 0.0063 
20.0000 	 0.0060
21.0000 	 0.0057
22.0000 	 0.0054
23.0000 	 0.0051
24.0000 	 0.0048
25.0000 	 0.0045
26.0000 	 0.0042
27.0000 	 0.0039
28.0000 	 0.0036
29.0000 	 0.0033
30.0000 	 0.0030
31.0000 	 0.0027
32.0000 	 0.0024
33.0000 	 0.0021
34.0000 	 0.0018
35.0000 	 0.0015
36.0000 	0.0012
37.0000 	0.0009
38.0000 	0.0006
39.0000 	0.0003
40.0000 	0.0000 
41.0000 	0.0003 
42.0000 	0.0006 
43.0000 	0.0009 
44.0000 	0.0012 
45.0000 	0.0015 
46.0000 	0.0018 
47.0000 	0.0021 
48.0000 	0.0024 
49.0000 	0.0027 
50.0000 	0.0030 
51.0000 	0.0033 
52.0000 	0.0036 
53.0000 	0.0039 
54.0000 	0.0042 
55.0000 	0.0045 
56.0000 	0.0048 
57.0000 	0.0051 
58.0000 	0.0054 
59.0000 	0.0057 
60.0000 	0.0060 
61.0000 	0.0063 
62.0000 	0.0066 
63.0000 	0.0069 
64.0000 	0.0072 
65.0000 	0.0075 
66.0000 	0.0077 
67.0000 	0.0080 
68.0000 	0.0083 
69.0000 	0.0086 
70.0000 	0.0089 
71.0000 	0.0092 
72.0000 	0.0095 
73.0000 	0.0098 
74.0000 	0.0101 
75.0000 	0.0104 
76.0000 	0.0107 
77.0000 	0.0110 
78.0000 	0.0113 
79.0000 	0.0116 
80.0000 	0.0119 
81.0000 	0.0122 
82.0000 	0.0125 
83.0000 	0.0128 
84.0000 	0.0131 
85.0000 	0.0134 
86.0000 	0.0137 
87.0000 	0.0140 
88.0000 	0.0143 
89.0000 	0.0146 
90.0000 	0.0149 
91.0000 	0.0152 
92.0000 	0.0155 
93.0000 	0.0158 
94.0000 	0.0161 
95.0000 	0.0164 
96.0000 	0.0167 
97.0000 	0.0170 
98.0000 	0.0173 
99.0000 	0.0176 
100.0000 	0.0179 
101.0000 	0.0182 
102.0000 	0.0185 
103.0000 	0.0188 
104.0000 	0.0191 
105.0000 	0.0194 
106.0000 	0.0197 
107.0000 	0.0200 
108.0000 	0.0203 
109.0000 	0.0206 
110.0000 	0.0209 
111.0000 	0.0212 
112.0000 	0.0215 
113.0000 	0.0218 
114.0000 	0.0221 
115.0000 	0.0224 
116.0000 	0.0226 
117.0000 	0.0229 
118.0000 	0.0232 
119.0000 	0.0235 
120.0000 	0.0238 
121.0000 	0.0241 
122.0000 	0.0244 
123.0000 	0.0247 
124.0000 	0.0250 
125.0000 	0.0253 
126.0000 	0.0256 
127.0000 	0.0259 
128.0000 	0.0262 
129.0000 	0.0265 
130.0000 	0.0268 
131.0000 	0.0271 
132.0000 	0.0274 
133.0000 	0.0277 
134.0000 	0.0280 
135.0000 	0.0283 
136.0000 	0.0286 
137.0000 	0.0289 
138.0000 	0.0292 
139.0000 	0.0295 
140.0000 	0.0298 
141.0000 	0.0301 
142.0000 	0.0304 
143.0000 	0.0307 
144.0000 	0.0310 
145.0000 	0.0313 
146.0000 	0.0316 
147.0000 	0.0319 
148.0000 	0.0322 
149.0000 	0.0325 
150.0000 	0.0328 
151.0000 	0.0331 
152.0000 	0.0334 
153.0000 	0.0337 
154.0000 	0.0340 
155.0000 	0.0343 
156.0000 	0.0346 
157.0000 	0.0349 
158.0000 	0.0352 
159.0000 	0.0355 
160.0000 	0.0358 
161.0000 	0.0361 
162.0000 	0.0364 
163.0000 	0.0367 
164.0000 	0.0370 
165.0000 	0.0373 
166.0000 	0.0376 
167.0000 	0.0378 
168.0000 	0.0381 
169.0000 	0.0384 
170.0000 	0.0387 
171.0000 	0.0390 
172.0000 	0.0393 
